Epoch,BZ_GSM,Vx,proton_density
2023-05-06 09:08:00,1.06,-467.1,7.1
2023-05-06 09:09:00,1.28,,
2023-05-06 09:10:00,1.49,,
2023-05-06 09:11:00,2.61,-490.5,7.81
2023-05-06 09:12:00,4.32,-490.5,7.82
2023-05-06 09:13:00,3.48,-491.6,8.08
2023-05-06 09:14:00,1.24,-491.8,8.14
2023-05-06 09:15:00,-5.88,,
2023-05-06 09:16:00,-1.65,-528.5,8.7
2023-05-06 09:17:00,4.53,-526.0,8.61
2023-05-06 09:18:00,4.05,-518.8,8.37
2023-05-06 09:19:00,1.92,-518.8,8.37
2023-05-06 09:20:00,0.26,-516.9,8.1
2023-05-06 09:21:00,3.03,-512.2,8.18
2023-05-06 09:22:00,2.92,-507.8,8.21
2023-05-06 09:23:00,3.33,-509.0,7.93
2023-05-06 09:24:00,-0.93,-507.1,8.24
2023-05-06 09:25:00,-7.36,-502.9,7.5
2023-05-06 09:26:00,-12.27,-497.4,6.33
2023-05-06 09:27:00,-8.57,-503.9,6.77
2023-05-06 09:28:00,-8.87,-503.9,6.77
2023-05-06 09:29:00,-8.48,-505.1,7.29
2023-05-06 09:30:00,-5.73,-506.3,7.36
2023-05-06 09:31:00,-8.72,-511.4,7.66
2023-05-06 09:32:00,-9.07,-505.9,7.43
2023-05-06 09:33:00,-3.88,-500.2,7.18
2023-05-06 09:34:00,-2.3,-514.5,8.0
2023-05-06 09:35:00,-2.84,-515.5,8.06
2023-05-06 09:36:00,-3.26,-511.9,8.09
2023-05-06 09:37:00,,-511.9,8.09
2023-05-06 09:38:00,-3.98,-511.9,8.09
2023-05-06 09:39:00,-6.63,-528.8,7.06
2023-05-06 09:40:00,-6.72,-528.8,7.06
2023-05-06 09:41:00,-9.54,-495.4,7.42
2023-05-06 09:42:00,-11.44,-495.4,7.42
2023-05-06 09:43:00,-12.72,,
2023-05-06 09:44:00,-8.17,-504.3,8.28
2023-05-06 09:45:00,-4.39,-504.3,8.28
2023-05-06 09:46:00,-3.06,-520.4,7.58
2023-05-06 09:47:00,-7.65,-523.6,7.5
2023-05-06 09:48:00,-6.9,-530.1,7.71
2023-05-06 09:49:00,-7.54,-530.4,7.75
2023-05-06 09:50:00,-6.42,-530.8,7.56
2023-05-06 09:51:00,-7.35,-530.8,7.56
2023-05-06 09:52:00,-6.58,,
2023-05-06 09:53:00,,,
2023-05-06 09:54:00,-8.68,,
2023-05-06 09:55:00,-8.68,,
2023-05-06 09:56:00,,,
2023-05-06 09:57:00,,,
2023-05-06 09:58:00,,,
2023-05-06 09:59:00,,,
2023-05-06 10:00:00,,,
2023-05-06 10:01:00,-8.52,,
2023-05-06 10:02:00,-6.81,,
2023-05-06 10:03:00,,,
2023-05-06 10:04:00,,,
2023-05-06 10:05:00,-10.06,,
2023-05-06 10:06:00,-12.35,,
2023-05-06 10:07:00,-12.55,,
2023-05-06 10:08:00,-12.46,,
2023-05-06 10:09:00,-11.82,-527.1,7.01
2023-05-06 10:10:00,-11.55,-526.3,7.14
2023-05-06 10:11:00,-11.4,-525.0,7.34
2023-05-06 10:12:00,-10.86,,
2023-05-06 10:13:00,-9.46,,
2023-05-06 10:14:00,-6.18,,
2023-05-06 10:15:00,-1.67,,
2023-05-06 10:16:00,0.29,,
2023-05-06 10:17:00,-1.32,,
2023-05-06 10:18:00,10.6,,
2023-05-06 10:19:00,-3.23,,
2023-05-06 10:20:00,6.23,-527.7,8.2
2023-05-06 10:21:00,5.43,-534.0,7.73
2023-05-06 10:22:00,2.45,-539.3,7.34
2023-05-06 10:23:00,6.91,-525.5,8.15
2023-05-06 10:24:00,-0.25,-525.5,8.15
2023-05-06 10:25:00,4.53,-535.2,8.27
2023-05-06 10:26:00,5.51,-535.3,8.27
2023-05-06 10:27:00,3.96,,
2023-05-06 10:28:00,10.23,,
2023-05-06 10:29:00,7.66,-535.9,8.01
2023-05-06 10:30:00,9.56,-533.9,7.6
2023-05-06 10:31:00,7.38,-532.2,7.47
2023-05-06 10:32:00,9.34,-525.1,6.66
2023-05-06 10:33:00,10.07,-532.5,7.1
2023-05-06 10:34:00,7.74,-541.1,7.7
2023-05-06 10:35:00,6.7,-533.4,7.46
2023-05-06 10:36:00,-3.7,-533.4,7.46
2023-05-06 10:37:00,2.64,-533.7,8.05
2023-05-06 10:38:00,3.67,-533.7,8.06
2023-05-06 10:39:00,1.29,,
2023-05-06 10:40:00,1.81,,
2023-05-06 10:41:00,-1.6,-526.4,7.5
2023-05-06 10:42:00,0.0,-529.9,7.84
2023-05-06 10:43:00,-1.29,-531.7,8.07
2023-05-06 10:44:00,-1.65,-523.3,7.39
2023-05-06 10:45:00,-1.31,-522.1,7.33
2023-05-06 10:46:00,-1.81,-522.1,7.27
2023-05-06 10:47:00,-0.38,-522.3,7.21
2023-05-06 10:48:00,6.63,,
2023-05-06 10:49:00,4.82,,
2023-05-06 10:50:00,,,
2023-05-06 10:51:00,4.16,,
2023-05-06 10:52:00,7.12,-540.6,6.51
2023-05-06 10:53:00,7.7,-540.6,6.51
2023-05-06 10:54:00,6.64,,
2023-05-06 10:55:00,4.76,-535.9,6.99
2023-05-06 10:56:00,2.5,-535.9,6.99
2023-05-06 10:57:00,0.98,-542.7,7.27
2023-05-06 10:58:00,-1.43,-545.0,7.36
2023-05-06 10:59:00,2.77,,
2023-05-06 11:00:00,1.34,,
2023-05-06 11:01:00,-1.4,,
2023-05-06 11:02:00,6.82,,
2023-05-06 11:03:00,1.07,,
2023-05-06 11:04:00,0.27,,
2023-05-06 11:05:00,-0.41,,
2023-05-06 11:06:00,-1.85,,
2023-05-06 11:07:00,0.37,,
2023-05-06 11:08:00,0.33,,
2023-05-06 11:09:00,0.57,,
2023-05-06 11:10:00,0.24,,
2023-05-06 11:11:00,0.77,,
2023-05-06 11:12:00,1.4,,
2023-05-06 11:13:00,1.2,,
2023-05-06 11:14:00,1.08,,
2023-05-06 11:15:00,0.97,,
2023-05-06 11:16:00,-2.21,,
2023-05-06 11:17:00,-3.82,,
2023-05-06 11:18:00,-4.41,,
2023-05-06 11:19:00,-4.78,,
2023-05-06 11:20:00,-6.32,,
2023-05-06 11:21:00,1.84,,
2023-05-06 11:22:00,-3.25,-536.7,7.49
2023-05-06 11:23:00,-2.77,-536.7,7.49
2023-05-06 11:24:00,1.08,-538.6,6.74
2023-05-06 11:25:00,-1.22,-538.6,6.74
2023-05-06 11:26:00,2.51,-555.1,6.97
2023-05-06 11:27:00,2.84,-553.0,6.95
2023-05-06 11:28:00,0.09,-525.0,6.35
2023-05-06 11:29:00,-2.11,-532.7,7.18
2023-05-06 11:30:00,-3.96,-541.1,7.2
2023-05-06 11:31:00,-4.98,-539.6,6.84
2023-05-06 11:32:00,-2.78,-521.6,6.28
2023-05-06 11:33:00,-1.85,-533.7,6.6
2023-05-06 11:34:00,-3.82,-528.0,6.8
2023-05-06 11:35:00,-4.11,-529.9,6.95
2023-05-06 11:36:00,-4.67,-526.5,6.82
2023-05-06 11:37:00,-5.62,-524.2,6.82
2023-05-06 11:38:00,-5.34,-521.4,7.13
2023-05-06 11:39:00,-5.4,-528.1,7.04
2023-05-06 11:40:00,-5.69,-528.9,7.03
2023-05-06 11:41:00,-4.69,-523.4,7.02
2023-05-06 11:42:00,-4.45,-523.5,7.12
2023-05-06 11:43:00,-3.62,-523.2,7.56
2023-05-06 11:44:00,-4.37,-523.2,7.56
2023-05-06 11:45:00,-3.15,,
2023-05-06 11:46:00,-2.81,-525.0,6.71
2023-05-06 11:47:00,-2.68,-525.0,6.71
2023-05-06 11:48:00,-4.78,-525.0,6.71
2023-05-06 11:49:00,,,
2023-05-06 11:50:00,,,
2023-05-06 11:51:00,-0.67,,
2023-05-06 11:52:00,,,
2023-05-06 11:53:00,,,
2023-05-06 11:54:00,,,
2023-05-06 11:55:00,,,
2023-05-06 11:56:00,-1.31,,
2023-05-06 11:57:00,-1.31,,
2023-05-06 11:58:00,,,
2023-05-06 11:59:00,,,
2023-05-06 12:00:00,,,
2023-05-06 12:01:00,-0.15,-528.6,8.19
2023-05-06 12:02:00,0.62,-529.3,8.29
2023-05-06 12:03:00,-1.28,-532.0,8.15
2023-05-06 12:04:00,-1.81,-532.4,8.09
2023-05-06 12:05:00,-0.95,,
2023-05-06 12:06:00,-0.74,,
2023-05-06 12:07:00,-0.91,,
2023-05-06 12:08:00,-0.69,-521.1,7.67
2023-05-06 12:09:00,-1.92,-521.1,7.67
2023-05-06 12:10:00,-0.94,-539.4,8.82
2023-05-06 12:11:00,-0.46,-539.4,8.82
2023-05-06 12:12:00,,,
2023-05-06 12:13:00,2.8,,
2023-05-06 12:14:00,1.87,,
2023-05-06 12:15:00,8.39,-543.4,9.97
2023-05-06 12:16:00,5.49,-543.0,9.87
2023-05-06 12:17:00,5.48,-541.8,9.6
2023-05-06 12:18:00,,-541.8,9.6
2023-05-06 12:19:00,,,
2023-05-06 12:20:00,-0.55,-543.2,9.28
2023-05-06 12:21:00,-0.98,-543.2,9.28
2023-05-06 12:22:00,-7.14,-513.5,7.9
2023-05-06 12:23:00,-6.72,-513.5,7.9
2023-05-06 12:24:00,-5.4,-520.3,7.91
2023-05-06 12:25:00,-5.31,-520.0,7.75
2023-05-06 12:26:00,-5.0,-515.4,7.72
2023-05-06 12:27:00,-4.87,-514.5,8.27
2023-05-06 12:28:00,-4.65,-513.2,8.06
2023-05-06 12:29:00,-5.3,-513.1,7.52
2023-05-06 12:30:00,-4.83,-511.9,7.66
2023-05-06 12:31:00,-4.21,-507.8,8.54
2023-05-06 12:32:00,-3.83,-507.8,8.74
2023-05-06 12:33:00,-4.13,-507.2,8.94
2023-05-06 12:34:00,-4.85,-518.6,7.84
2023-05-06 12:35:00,-5.41,-518.6,7.84
2023-05-06 12:36:00,-2.01,-516.8,7.95
2023-05-06 12:37:00,0.07,-512.7,8.46
2023-05-06 12:38:00,-2.14,-511.6,8.96
2023-05-06 12:39:00,-5.89,-510.8,9.1
2023-05-06 12:40:00,-2.06,,
2023-05-06 12:41:00,-2.25,,
2023-05-06 12:42:00,-2.02,-511.8,8.37
2023-05-06 12:43:00,-4.09,-509.4,8.47
2023-05-06 12:44:00,-7.03,-505.8,8.76
2023-05-06 12:45:00,-6.92,-516.0,9.15
2023-05-06 12:46:00,,-516.0,9.15
2023-05-06 12:47:00,-1.27,,
2023-05-06 12:48:00,-1.26,,
2023-05-06 12:49:00,0.02,,
2023-05-06 12:50:00,0.51,,
2023-05-06 12:51:00,1.09,,
2023-05-06 12:52:00,-0.89,,
2023-05-06 12:53:00,0.04,,
2023-05-06 12:54:00,-0.66,,
2023-05-06 12:55:00,-1.07,,
2023-05-06 12:56:00,-1.7,,
2023-05-06 12:57:00,-1.55,,
2023-05-06 12:58:00,-1.56,,
2023-05-06 12:59:00,-1.56,,
2023-05-06 13:00:00,,,
2023-05-06 13:01:00,-2.04,,
2023-05-06 13:02:00,-2.08,-515.6,6.13
2023-05-06 13:03:00,-3.14,-515.6,6.13
2023-05-06 13:04:00,-2.43,-515.6,6.13
2023-05-06 13:05:00,,,
2023-05-06 13:06:00,-2.86,-547.8,9.84
2023-05-06 13:07:00,,-547.8,9.84
2023-05-06 13:08:00,6.57,-547.8,9.84
2023-05-06 13:09:00,8.97,,
2023-05-06 13:10:00,9.16,,
2023-05-06 13:11:00,9.1,,
2023-05-06 13:12:00,8.24,,
2023-05-06 13:13:00,7.96,,
2023-05-06 13:14:00,8.62,,
2023-05-06 13:15:00,8.2,,
2023-05-06 13:16:00,8.02,,
2023-05-06 13:17:00,8.05,,
2023-05-06 13:18:00,8.27,,
2023-05-06 13:19:00,5.62,-522.7,9.72
2023-05-06 13:20:00,5.44,-522.7,9.72
2023-05-06 13:21:00,3.53,-522.7,9.72
2023-05-06 13:22:00,3.11,,
2023-05-06 13:23:00,3.29,-517.5,9.92
2023-05-06 13:24:00,2.52,-517.5,9.92
2023-05-06 13:25:00,2.77,-515.6,10.35
2023-05-06 13:26:00,3.08,-516.1,10.25
2023-05-06 13:27:00,3.92,-518.8,10.41
2023-05-06 13:28:00,4.22,-520.4,10.46
2023-05-06 13:29:00,3.26,-522.9,9.59
2023-05-06 13:30:00,3.46,-522.7,9.38
2023-05-06 13:31:00,2.02,-522.2,9.67
2023-05-06 13:32:00,2.01,-528.1,10.42
2023-05-06 13:33:00,2.13,-523.6,8.57
2023-05-06 13:34:00,1.25,-524.7,9.56
2023-05-06 13:35:00,1.22,-525.8,9.99
2023-05-06 13:36:00,2.01,-524.9,11.34
2023-05-06 13:37:00,2.35,-520.8,9.67
2023-05-06 13:38:00,1.71,-519.7,8.77
2023-05-06 13:39:00,1.41,-520.3,8.69
2023-05-06 13:40:00,1.56,-519.2,9.1
2023-05-06 13:41:00,1.96,-518.0,9.71
2023-05-06 13:42:00,1.72,-518.7,9.4
2023-05-06 13:43:00,0.9,-524.6,8.51
2023-05-06 13:44:00,0.98,-522.8,9.43
2023-05-06 13:45:00,-0.05,-522.6,9.34
2023-05-06 13:46:00,0.87,-523.9,8.69
2023-05-06 13:47:00,0.27,-523.1,8.7
2023-05-06 13:48:00,-0.29,-520.8,8.56
2023-05-06 13:49:00,0.39,-525.3,8.01
2023-05-06 13:50:00,-0.41,-527.8,7.8
2023-05-06 13:51:00,-1.37,-527.5,7.61
2023-05-06 13:52:00,-1.39,-529.1,7.44
2023-05-06 13:53:00,-0.8,-526.3,7.31
2023-05-06 13:54:00,-0.69,-530.5,6.89
2023-05-06 13:55:00,0.59,-527.2,8.51
2023-05-06 13:56:00,0.78,-525.2,8.88
2023-05-06 13:57:00,0.12,,
2023-05-06 13:58:00,0.44,-531.9,8.43
2023-05-06 13:59:00,0.75,-534.1,7.91
2023-05-06 14:00:00,0.71,-525.8,7.94
2023-05-06 14:01:00,0.74,-522.9,8.02
2023-05-06 14:02:00,1.47,-521.8,7.98
2023-05-06 14:03:00,3.93,-524.6,7.83
2023-05-06 14:04:00,4.46,-523.9,7.75
2023-05-06 14:05:00,3.26,-523.3,7.73
2023-05-06 14:06:00,2.3,-520.1,7.66
2023-05-06 14:07:00,2.75,-520.6,7.66
2023-05-06 14:08:00,2.44,-523.1,7.68
2023-05-06 14:09:00,1.89,-523.8,7.49
2023-05-06 14:10:00,1.37,-523.8,7.49
2023-05-06 14:11:00,0.6,,
2023-05-06 14:12:00,0.1,,
2023-05-06 14:13:00,1.72,-517.8,7.55
2023-05-06 14:14:00,2.27,-517.8,7.55
2023-05-06 14:15:00,2.71,-519.3,7.68
2023-05-06 14:16:00,3.03,-519.4,7.69
2023-05-06 14:17:00,2.82,-519.0,7.92
2023-05-06 14:18:00,3.2,-519.0,7.92
2023-05-06 14:19:00,3.03,,
2023-05-06 14:20:00,2.26,-516.8,7.66
2023-05-06 14:21:00,1.66,-516.8,7.65
2023-05-06 14:22:00,0.61,-515.8,7.43
2023-05-06 14:23:00,0.36,-514.6,7.39
2023-05-06 14:24:00,0.39,-514.3,7.38
2023-05-06 14:25:00,0.42,-513.2,7.47
2023-05-06 14:26:00,0.64,-513.5,7.49
2023-05-06 14:27:00,0.5,-513.6,7.51
2023-05-06 14:28:00,0.26,-513.5,7.53
2023-05-06 14:29:00,-0.02,-512.2,7.66
2023-05-06 14:30:00,-0.19,-512.2,7.66
2023-05-06 14:31:00,-0.05,,
2023-05-06 14:32:00,-0.22,-513.3,7.98
2023-05-06 14:33:00,-0.62,-513.2,7.97
2023-05-06 14:34:00,-0.65,-511.3,7.59
2023-05-06 14:35:00,-0.38,-510.6,7.79
2023-05-06 14:36:00,-0.42,-510.5,7.83
2023-05-06 14:37:00,-0.09,-510.4,8.0
2023-05-06 14:38:00,0.2,-510.3,7.99
2023-05-06 14:39:00,-0.14,-507.9,7.72
2023-05-06 14:40:00,-0.12,-509.5,7.7
2023-05-06 14:41:00,-0.12,-509.9,7.69
2023-05-06 14:42:00,0.33,-507.9,7.54
2023-05-06 14:43:00,0.25,-508.7,7.63
2023-05-06 14:44:00,-0.12,-511.9,7.97
2023-05-06 14:45:00,-0.33,-513.1,8.11
2023-05-06 14:46:00,-0.29,-513.6,8.15
2023-05-06 14:47:00,-0.24,-514.3,8.2
2023-05-06 14:48:00,-0.43,-512.9,8.35
2023-05-06 14:49:00,-0.49,-513.4,8.09
2023-05-06 14:50:00,-0.46,-514.0,7.73
2023-05-06 14:51:00,-0.41,-511.6,7.68
2023-05-06 14:52:00,-0.31,-511.6,7.68
2023-05-06 14:53:00,-0.48,-508.7,7.97
2023-05-06 14:54:00,-0.49,-508.3,8.0
2023-05-06 14:55:00,-0.6,-507.3,8.09
2023-05-06 14:56:00,-0.84,-512.2,7.96
2023-05-06 14:57:00,-0.97,-511.7,7.96
2023-05-06 14:58:00,-0.78,-510.3,7.97
2023-05-06 14:59:00,-0.54,-512.0,7.84
2023-05-06 15:00:00,-0.69,-510.5,7.89
2023-05-06 15:01:00,-0.67,-512.8,7.97
2023-05-06 15:02:00,-0.48,-512.8,7.97
2023-05-06 15:03:00,-0.45,-511.1,7.98
2023-05-06 15:04:00,-0.51,-511.1,7.98
2023-05-06 15:05:00,-0.6,-511.5,7.78
2023-05-06 15:06:00,-0.64,-511.5,7.78
2023-05-06 15:07:00,-0.4,-511.5,7.78
2023-05-06 15:08:00,-0.34,,
2023-05-06 15:09:00,-0.23,-511.0,7.96
2023-05-06 15:10:00,-0.36,-511.0,7.96
2023-05-06 15:11:00,-0.31,,
2023-05-06 15:12:00,-0.23,,
2023-05-06 15:13:00,-0.15,,
2023-05-06 15:14:00,0.15,-510.7,8.24
2023-05-06 15:15:00,0.36,-510.7,8.24
2023-05-06 15:16:00,0.59,-510.7,8.24
2023-05-06 15:17:00,,,
2023-05-06 15:18:00,,,
2023-05-06 15:19:00,0.49,,
2023-05-06 15:20:00,,,
2023-05-06 15:21:00,0.24,,
2023-05-06 15:22:00,0.24,,
2023-05-06 15:23:00,-0.06,,
2023-05-06 15:24:00,-0.15,,
2023-05-06 15:25:00,-0.15,,
2023-05-06 15:26:00,0.77,,
2023-05-06 15:27:00,0.92,,
2023-05-06 15:28:00,0.92,,
2023-05-06 15:29:00,1.31,,
2023-05-06 15:30:00,,,
2023-05-06 15:31:00,-0.53,,
2023-05-06 15:32:00,1.36,,
2023-05-06 15:33:00,1.79,,
2023-05-06 15:34:00,2.78,-502.5,9.4
2023-05-06 15:35:00,-1.09,-502.5,9.4
2023-05-06 15:36:00,1.54,-502.5,9.4
2023-05-06 15:37:00,-2.4,,
2023-05-06 15:38:00,3.7,,
2023-05-06 15:39:00,2.46,,
2023-05-06 15:40:00,0.98,,
2023-05-06 15:41:00,-1.21,,
2023-05-06 15:42:00,-1.94,,
2023-05-06 15:43:00,,,
2023-05-06 15:44:00,-1.64,,
2023-05-06 15:45:00,-1.85,,
2023-05-06 15:46:00,-1.68,,
2023-05-06 15:47:00,,,
2023-05-06 15:48:00,2.85,-504.7,9.25
2023-05-06 15:49:00,3.57,-504.7,9.25
2023-05-06 15:50:00,-0.2,-504.7,9.25
2023-05-06 15:51:00,6.08,,
2023-05-06 15:52:00,2.39,,
2023-05-06 15:53:00,2.12,-510.7,8.87
2023-05-06 15:54:00,3.95,-511.2,8.83
2023-05-06 15:55:00,1.91,-515.6,8.49
2023-05-06 15:56:00,2.73,-516.4,8.43
2023-05-06 15:57:00,3.15,-512.0,8.03
2023-05-06 15:58:00,4.31,-516.2,7.63
2023-05-06 15:59:00,4.15,-523.7,7.4
2023-05-06 16:00:00,1.78,-523.1,8.01
2023-05-06 16:01:00,0.89,-529.8,7.12
2023-05-06 16:02:00,2.71,-529.8,7.12
2023-05-06 16:03:00,2.48,-521.1,8.13
2023-05-06 16:04:00,1.3,-520.7,8.03
2023-05-06 16:05:00,1.23,,
2023-05-06 16:06:00,3.59,-519.9,6.84
2023-05-06 16:07:00,1.68,-519.4,7.19
2023-05-06 16:08:00,3.67,-521.9,6.9
2023-05-06 16:09:00,1.28,-513.2,7.15
2023-05-06 16:10:00,1.24,-500.2,8.01
2023-05-06 16:11:00,-1.79,,
2023-05-06 16:12:00,-0.38,,
2023-05-06 16:13:00,0.87,,
2023-05-06 16:14:00,0.68,,
2023-05-06 16:15:00,0.29,,
2023-05-06 16:16:00,-0.32,-527.7,6.71
2023-05-06 16:17:00,-0.12,-527.7,6.71
2023-05-06 16:18:00,0.3,-527.7,6.71
2023-05-06 16:19:00,0.51,,
2023-05-06 16:20:00,0.68,,
2023-05-06 16:21:00,0.87,,
2023-05-06 16:22:00,1.61,-531.8,6.48
2023-05-06 16:23:00,1.69,-531.8,6.48
2023-05-06 16:24:00,1.69,-531.8,6.48
2023-05-06 16:25:00,1.24,,
2023-05-06 16:26:00,1.14,,
2023-05-06 16:27:00,1.02,,
2023-05-06 16:28:00,0.68,,
2023-05-06 16:29:00,0.57,,
2023-05-06 16:30:00,0.86,-530.2,6.83
2023-05-06 16:31:00,1.0,-530.2,6.83
2023-05-06 16:32:00,0.98,-530.2,6.83
2023-05-06 16:33:00,0.86,,
2023-05-06 16:34:00,0.45,,
2023-05-06 16:35:00,0.44,,
2023-05-06 16:36:00,0.34,,
2023-05-06 16:37:00,0.21,-530.2,6.34
2023-05-06 16:38:00,0.14,-530.7,6.41
2023-05-06 16:39:00,-0.15,-533.8,6.86
2023-05-06 16:40:00,-0.95,-529.5,6.75
2023-05-06 16:41:00,-0.99,-527.3,6.7
2023-05-06 16:42:00,-1.16,-527.3,6.7
2023-05-06 16:43:00,-0.38,,
2023-05-06 16:44:00,-0.49,,
2023-05-06 16:45:00,0.27,,
2023-05-06 16:46:00,1.59,-532.4,6.68
2023-05-06 16:47:00,0.61,-532.4,6.68
2023-05-06 16:48:00,0.4,-532.4,6.68
2023-05-06 16:49:00,1.61,-533.1,5.86
2023-05-06 16:50:00,1.18,-533.1,5.86
2023-05-06 16:51:00,3.37,,
2023-05-06 16:52:00,4.04,,
2023-05-06 16:53:00,3.54,-510.1,6.36
2023-05-06 16:54:00,3.17,-510.1,6.36
2023-05-06 16:55:00,3.15,,
2023-05-06 16:56:00,3.09,-509.5,6.71
2023-05-06 16:57:00,3.27,-509.5,6.71
2023-05-06 16:58:00,1.76,-505.8,6.03
2023-05-06 16:59:00,2.01,-505.8,6.03
2023-05-06 17:00:00,3.21,,
2023-05-06 17:01:00,3.34,-501.6,5.62
2023-05-06 17:02:00,3.61,-501.6,5.62
2023-05-06 17:03:00,3.46,,
2023-05-06 17:04:00,2.96,-499.6,5.48
2023-05-06 17:05:00,3.08,-499.6,5.48
2023-05-06 17:06:00,2.49,-499.5,5.62
2023-05-06 17:07:00,3.46,-499.5,5.63
2023-05-06 17:08:00,3.13,-499.5,5.63
2023-05-06 17:09:00,3.56,,
2023-05-06 17:10:00,3.71,,
2023-05-06 17:11:00,3.64,,
2023-05-06 17:12:00,3.14,-498.1,6.01
2023-05-06 17:13:00,3.32,-498.1,6.01
2023-05-06 17:14:00,3.7,-501.4,5.52
2023-05-06 17:15:00,3.89,-500.4,5.42
2023-05-06 17:16:00,3.79,-502.6,5.46
2023-05-06 17:17:00,3.32,-505.0,5.37
2023-05-06 17:18:00,1.79,-512.2,5.0
2023-05-06 17:19:00,1.83,-512.2,5.0
2023-05-06 17:20:00,1.9,,
2023-05-06 17:21:00,1.56,,
2023-05-06 17:22:00,1.74,,
2023-05-06 17:23:00,1.6,-503.6,5.69
2023-05-06 17:24:00,1.29,-499.8,6.12
2023-05-06 17:25:00,2.22,-503.9,5.5
2023-05-06 17:26:00,1.59,-506.2,5.01
2023-05-06 17:27:00,2.24,-507.6,4.7
2023-05-06 17:28:00,2.61,,
2023-05-06 17:29:00,3.68,,
2023-05-06 17:30:00,2.13,-491.3,4.77
2023-05-06 17:31:00,1.28,-495.1,5.81
2023-05-06 17:32:00,1.5,-497.5,5.46
2023-05-06 17:33:00,1.62,-499.1,5.37
2023-05-06 17:34:00,1.64,-491.9,4.56
2023-05-06 17:35:00,1.85,-497.2,6.25
2023-05-06 17:36:00,1.33,-500.6,5.01
2023-05-06 17:37:00,1.42,-495.0,5.17
2023-05-06 17:38:00,1.61,-493.9,5.79
2023-05-06 17:39:00,2.19,-496.8,4.87
2023-05-06 17:40:00,2.44,-497.0,4.72
2023-05-06 17:41:00,2.82,-497.4,4.53
2023-05-06 17:42:00,1.65,,
2023-05-06 17:43:00,2.6,-495.4,4.37
2023-05-06 17:44:00,1.27,-495.4,4.37
2023-05-06 17:45:00,1.17,-495.4,4.37
2023-05-06 17:46:00,0.24,-494.1,4.54
2023-05-06 17:47:00,0.74,-496.4,4.65
2023-05-06 17:48:00,0.47,-496.7,4.78
2023-05-06 17:49:00,0.29,-491.5,4.58
2023-05-06 17:50:00,0.47,-493.2,4.64
2023-05-06 17:51:00,1.04,-493.7,4.65
2023-05-06 17:52:00,0.27,,
2023-05-06 17:53:00,0.97,,
2023-05-06 17:54:00,2.11,-495.5,4.74
2023-05-06 17:55:00,2.68,-495.5,4.74
2023-05-06 17:56:00,2.63,-494.4,4.49
2023-05-06 17:57:00,2.58,-494.4,4.49
2023-05-06 17:58:00,2.93,-495.5,4.53
2023-05-06 17:59:00,2.62,-495.7,4.53
2023-05-06 18:00:00,2.32,-497.7,4.52
2023-05-06 18:01:00,2.15,-495.6,4.5
2023-05-06 18:02:00,1.27,-494.1,4.44
2023-05-06 18:03:00,1.1,-494.7,4.6
2023-05-06 18:04:00,1.0,-494.0,4.57
2023-05-06 18:05:00,0.73,,
2023-05-06 18:06:00,0.44,,
2023-05-06 18:07:00,0.34,-491.4,4.48
2023-05-06 18:08:00,0.61,-491.4,4.48
2023-05-06 18:09:00,0.33,,
2023-05-06 18:10:00,0.23,-494.5,4.73
2023-05-06 18:11:00,-0.58,-495.7,4.83
2023-05-06 18:12:00,0.32,-493.3,4.91
2023-05-06 18:13:00,0.14,-493.3,4.91
2023-05-06 18:14:00,-0.61,-494.8,5.01
2023-05-06 18:15:00,-0.81,-494.8,5.01
2023-05-06 18:16:00,-0.64,-494.6,5.13
2023-05-06 18:17:00,0.41,-495.9,5.33
2023-05-06 18:18:00,1.14,-496.4,5.24
2023-05-06 18:19:00,0.83,-496.6,5.3
2023-05-06 18:20:00,0.33,-496.7,5.34
2023-05-06 18:21:00,-0.32,-490.0,5.2
2023-05-06 18:22:00,-0.77,-490.0,5.2
2023-05-06 18:23:00,-1.07,-496.3,5.71
2023-05-06 18:24:00,-0.37,-493.7,5.65
2023-05-06 18:25:00,0.68,-510.9,5.54
2023-05-06 18:26:00,0.0,-516.0,5.71
2023-05-06 18:27:00,-0.51,-519.2,5.73
2023-05-06 18:28:00,-1.2,-518.3,5.98
2023-05-06 18:29:00,-0.92,-518.3,5.98
2023-05-06 18:30:00,-0.87,-512.9,5.71
2023-05-06 18:31:00,-0.21,-513.1,5.73
2023-05-06 18:32:00,0.56,-515.0,5.87
2023-05-06 18:33:00,-0.4,-515.1,5.84
2023-05-06 18:34:00,-0.45,,
2023-05-06 18:35:00,0.95,-515.8,5.45
2023-05-06 18:36:00,0.02,-515.1,5.41
2023-05-06 18:37:00,0.94,-503.1,4.88
2023-05-06 18:38:00,1.34,-504.9,4.79
2023-05-06 18:39:00,1.63,-500.6,4.31
2023-05-06 18:40:00,1.1,-505.9,4.89
2023-05-06 18:41:00,0.46,-503.5,4.96
2023-05-06 18:42:00,0.53,-500.8,4.83
2023-05-06 18:43:00,0.39,,
2023-05-06 18:44:00,0.23,-491.3,4.25
2023-05-06 18:45:00,0.02,-491.3,4.25
2023-05-06 18:46:00,-0.1,-491.3,4.25
2023-05-06 18:47:00,0.38,-521.1,5.26
2023-05-06 18:48:00,1.02,-520.7,5.24
2023-05-06 18:49:00,1.18,-492.9,4.14
2023-05-06 18:50:00,1.23,-496.2,4.38
2023-05-06 18:51:00,1.52,-504.6,4.95
